example_id,split_0,split_1,split_2,split_3,split_4
4532,train,train,train,train,valid
4737,train,train,valid,train,train
4211,train,train,train,valid,train
2036,train,valid,train,train,train
9675,train,train,valid,train,train
7035,train,train,train,valid,train
4252,train,valid,train,train,train
4937,train,train,train,valid,train
3069,train,train,valid,train,train
8410,train,train,train,valid,train
7992,valid,train,train,train,train
7668,train,train,train,valid,train
89,train,train,train,valid,train
9855,train,valid,train,train,train
709,train,train,train,train,valid
2948,train,train,train,valid,train
2388,train,valid,train,train,train
5602,train,valid,train,train,train
3161,train,valid,train,train,train
9670,train,train,train,train,valid
8055,valid,train,train,train,train
7107,train,train,train,valid,train
4713,valid,train,train,train,train
8946,train,train,train,train,valid
6293,valid,train,train,train,train
701,train,train,train,train,valid
6709,train,train,train,valid,train
4883,train,valid,train,train,train
8510,train,train,train,valid,train
5111,train,train,train,valid,train
8703,train,train,train,train,valid
8683,train,train,valid,train,train
2440,train,train,train,train,valid
4432,train,train,valid,train,train
102,train,train,train,train,valid
1819,train,train,train,train,valid
4724,train,train,valid,train,train
6532,train,train,train,valid,train
4402,train,train,train,train,valid
5640,train,train,valid,train,train
6859,train,valid,train,train,train
8828,train,train,valid,train,train
1484,train,train,train,train,valid
9958,valid,train,train,train,train
4709,train,train,train,train,valid
7225,train,valid,train,train,train
6767,train,train,valid,train,train
3193,valid,train,train,train,train
451,train,train,train,train,valid
6295,train,train,valid,train,train
8314,train,train,train,train,valid
9534,train,valid,train,train,train
8633,train,valid,train,train,train
2522,train,train,train,train,valid
6248,train,valid,train,train,train
4924,train,valid,train,train,train
7033,train,train,valid,train,train
6908,valid,train,train,train,train
2244,valid,train,train,train,train
9155,train,train,valid,train,train
1136,train,valid,train,train,train
3679,valid,train,train,train,train
7340,train,train,train,train,valid
2571,train,train,valid,train,train
4455,train,train,train,valid,train
3502,valid,train,train,train,train
7283,train,valid,train,train,train
3207,train,train,train,valid,train
788,train,train,train,valid,train
5898,train,train,train,train,valid
8313,train,valid,train,train,train
3319,valid,train,train,train,train
6684,train,train,train,valid,train
172,train,valid,train,train,train
8124,train,train,train,train,valid
6756,train,train,train,valid,train
5015,train,train,valid,train,train
9903,train,valid,train,train,train
6450,train,valid,train,train,train
8263,valid,train,train,train,train
8763,train,valid,train,train,train
3534,train,train,valid,train,train
9933,train,train,train,valid,train
687,train,train,valid,train,train
5623,train,valid,train,train,train
3911,train,train,valid,train,train
6089,train,train,valid,train,train
2542,train,train,valid,train,train
3494,train,train,train,valid,train
7468,train,train,train,valid,train
5143,train,train,train,train,valid
4441,train,valid,train,train,train
8213,valid,train,train,train,train
4404,valid,train,train,train,train
8269,train,train,train,valid,train
486,valid,train,train,train,train
2288,train,train,train,valid,train
9470,train,train,valid,train,train
9273,train,train,valid,train,train
8095,train,train,train,valid,train
715,train,train,valid,train,train
1585,train,train,train,train,valid
5495,valid,train,train,train,train
4175,train,valid,train,train,train
4993,valid,train,train,train,train
3327,valid,train,train,train,train
2446,train,train,train,valid,train
6907,train,train,train,valid,train
1729,valid,train,train,train,train
4662,train,train,train,valid,train
1887,valid,train,train,train,train
4024,train,train,train,train,valid
9684,valid,train,train,train,train
4512,valid,train,train,train,train
8860,train,train,train,train,valid
3187,train,valid,train,train,train
5762,valid,train,train,train,train
6745,train,valid,train,train,train
2141,valid,train,train,train,train
4749,valid,train,train,train,train
735,train,train,train,train,valid
8771,valid,train,train,train,train
6784,train,train,train,train,valid
9295,train,train,valid,train,train
174,train,train,train,train,valid
7353,train,train,valid,train,train
4025,train,train,train,valid,train
1045,train,train,train,valid,train
3655,train,train,train,valid,train
3829,train,train,train,valid,train
6642,train,train,valid,train,train
9335,train,train,valid,train,train
1467,train,train,train,train,valid
4987,train,valid,train,train,train
2271,train,valid,train,train,train
7894,valid,train,train,train,train
8328,valid,train,train,train,train
6167,train,valid,train,train,train
1725,train,train,valid,train,train
3204,train,train,train,valid,train
880,train,train,train,train,valid
345,valid,train,train,train,train
4644,train,train,train,valid,train
1117,train,train,train,train,valid
8885,train,train,train,valid,train
4782,train,train,train,train,valid
4129,valid,train,train,train,train
7480,train,valid,train,train,train
5705,train,valid,train,train,train
6993,train,train,valid,train,train
5349,train,valid,train,train,train
543,train,train,valid,train,train
6619,valid,train,train,train,train
9122,train,train,valid,train,train
7135,train,train,train,valid,train
8694,train,train,train,valid,train
6626,train,train,valid,train,train
1701,train,train,train,valid,train
5742,train,train,train,train,valid
4319,train,train,valid,train,train
220,valid,train,train,train,train
5502,train,valid,train,train,train
1090,train,valid,train,train,train
3145,train,train,train,train,valid
1843,valid,train,train,train,train
7405,train,train,valid,train,train
5991,train,train,valid,train,train
8360,train,train,train,valid,train
8751,train,valid,train,train,train
4238,train,valid,train,train,train
8439,train,train,train,train,valid
6381,train,train,train,train,valid
2993,train,train,train,train,valid
3037,valid,train,train,train,train
4292,train,valid,train,train,train
3763,valid,train,train,train,train
9002,train,train,valid,train,train
9736,train,train,train,train,valid
6972,train,train,train,valid,train
1221,train,train,train,valid,train
2402,train,train,valid,train,train
1620,train,train,train,valid,train
2967,train,train,train,train,valid
9021,valid,train,train,train,train
2481,train,train,train,valid,train
5336,train,train,train,valid,train
5551,train,train,train,train,valid
4338,train,train,train,train,valid
1294,train,train,train,train,valid
9560,train,train,valid,train,train
4787,train,train,train,valid,train
3242,train,train,train,valid,train
2463,valid,train,train,train,train
1617,train,valid,train,train,train
3472,train,train,train,train,valid
6393,valid,train,train,train,train
9640,train,train,train,train,valid
1047,train,train,train,train,valid
1311,train,valid,train,train,train
3701,train,valid,train,train,train
1634,train,train,train,train,valid
9942,valid,train,train,train,train
8145,train,train,train,valid,train
4285,train,train,train,valid,train
921,train,train,train,train,valid
9562,valid,train,train,train,train
7838,valid,train,train,train,train
6476,train,train,valid,train,train
6645,train,valid,train,train,train
4122,train,train,train,valid,train
3075,train,train,valid,train,train
7465,train,train,valid,train,train
6198,train,train,train,train,valid
1951,train,train,valid,train,train
5374,valid,train,train,train,train
8521,valid,train,train,train,train
5431,train,train,train,train,valid
4825,valid,train,train,train,train
6832,train,valid,train,train,train
1648,train,train,train,valid,train
3245,train,train,valid,train,train
1549,train,train,valid,train,train
7955,train,train,valid,train,train
6822,train,train,valid,train,train
5812,train,valid,train,train,train
6131,train,train,valid,train,train
337,train,train,train,train,valid
1924,valid,train,train,train,train
8243,train,valid,train,train,train
2744,valid,train,train,train,train
6280,train,train,train,valid,train
4795,valid,train,train,train,train
8701,train,valid,train,train,train
2754,train,train,valid,train,train
6106,train,train,valid,train,train
4843,train,valid,train,train,train
185,train,valid,train,train,train
7370,valid,train,train,train,train
9130,train,valid,train,train,train
2977,train,train,train,valid,train
8039,train,valid,train,train,train
3866,train,train,train,valid,train
4490,train,train,train,valid,train
7870,train,train,train,valid,train
1534,train,train,train,train,valid
8208,train,train,train,train,valid
1566,train,train,valid,train,train
8845,valid,train,train,train,train
5900,train,train,valid,train,train
